Repository_Name,Owner,Description,URL,Programming_Language,Creation_Date,Last_Updated_Date,Number_of_Stars,Number_of_Forks,Number_of_Open_Issues,License_Type
deepvariant,google,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA sequencing data.,https://github.com/google/deepvariant,Python,2017-11-23T01:56:22Z,2024-10-02T20:06:06Z,3183,721,2,"BSD 3-Clause ""New"" or ""Revised"" License"
awesome-single-cell,seandavi,"Community-curated list of software packages and data resources for single-cell, including RNA-seq, ATAC-seq, etc.",https://github.com/seandavi/awesome-single-cell,,2016-06-29T15:41:50Z,2024-10-02T20:53:45Z,3154,975,11,MIT License
Awesome-Bioinformatics,danielecook,A curated list of awesome Bioinformatics libraries and software.,https://github.com/danielecook/Awesome-Bioinformatics,,2014-08-27T00:59:21Z,2024-10-03T13:00:14Z,3120,607,10,No License
nextflow,nextflow-io,A DSL for data-driven computational pipelines,https://github.com/nextflow-io/nextflow,Groovy,2013-03-27T11:17:33Z,2024-10-03T13:43:13Z,2707,620,446,Apache License 2.0
biobert,dmis-lab,Bioinformatics'2020: BioBERT: a pre-trained biomedical language representation model for biomedical text mining,https://github.com/dmis-lab/biobert,Python,2019-01-24T18:27:35Z,2024-09-27T17:12:37Z,1931,451,57,Other
ColabFold,sokrypton,Making Protein folding accessible to all!,https://github.com/sokrypton/ColabFold,Jupyter Notebook,2021-07-19T23:24:37Z,2024-10-02T00:17:05Z,1893,480,306,MIT License
scanpy,scverse,Single-cell analysis in Python. Scales to >1M cells.,https://github.com/scverse/scanpy,Python,2017-01-29T11:31:11Z,2024-10-03T14:17:35Z,1884,594,572,"BSD 3-Clause ""New"" or ""Revised"" License"
fastp,OpenGene,An ultra-fast all-in-one FASTQ preprocessor (QC/adapters/trimming/filtering/splitting/merging...),https://github.com/OpenGene/fastp,C++,2017-10-31T04:36:58Z,2024-10-02T16:19:37Z,1884,332,353,MIT License
oneliners,stephenturner,Useful bash one-liners for bioinformatics.,https://github.com/stephenturner/oneliners,,2013-10-19T11:33:26Z,2024-10-03T12:33:29Z,1845,519,5,No License
minimap2,lh3,A versatile pairwise aligner for genomic and spliced nucleotide sequences,https://github.com/lh3/minimap2,C,2017-07-18T15:04:53Z,2024-10-01T19:24:30Z,1777,407,176,Other
scispacy,allenai,A full spaCy pipeline and models for scientific/biomedical documents.,https://github.com/allenai/scispacy,Python,2018-09-24T21:45:52Z,2024-10-02T12:52:59Z,1688,226,32,Apache License 2.0
gatk,broadinstitute,Official code repository for GATK versions 4 and up,https://github.com/broadinstitute/gatk,Java,2014-12-02T20:50:36Z,2024-09-30T01:51:17Z,1683,588,1346,Other
bioconda-recipes,bioconda,Conda recipes for the bioconda channel.,https://github.com/bioconda/bioconda-recipes,Shell,2015-09-12T20:33:30Z,2024-10-03T12:25:51Z,1613,3223,1103,MIT License
rust-bio,rust-bio,This library provides implementations of many algorithms and data structures that are useful for bioinformatics. All provided implementations are rigorously tested via continuous integration.,https://github.com/rust-bio/rust-bio,Rust,2015-01-25T16:40:31Z,2024-10-01T15:17:16Z,1581,204,102,MIT License
bwa,lh3,Burrow-Wheeler Aligner for short-read alignment (see minimap2 for long-read alignment),https://github.com/lh3/bwa,C,2011-01-14T01:36:33Z,2024-10-02T15:31:40Z,1516,554,239,GNU General Public License v3.0
galaxy,galaxyproject,Data intensive science for everyone.,https://github.com/galaxyproject/galaxy,Python,2015-02-23T14:18:06Z,2024-10-02T16:53:57Z,1381,996,2329,Other
seqtk,lh3,Toolkit for processing sequences in FASTA/Q formats,https://github.com/lh3/seqtk,C,2012-03-23T23:24:13Z,2024-10-03T12:39:27Z,1375,308,65,MIT License
MMseqs2,soedinglab,MMseqs2: ultra fast and sensitive search and clustering suite,https://github.com/soedinglab/MMseqs2,C,2016-07-20T06:17:59Z,2024-10-03T09:03:26Z,1370,191,399,GNU General Public License v3.0
seqkit,shenwei356,A cross-platform and ultrafast toolkit for FASTA/Q file manipulation,https://github.com/shenwei356/seqkit,Go,2016-02-28T10:04:40Z,2024-10-02T16:26:49Z,1292,157,18,MIT License
MultiQC,MultiQC,Aggregate results from bioinformatics analyses across many samples into a single report.,https://github.com/MultiQC/MultiQC,JavaScript,2015-08-04T13:47:05Z,2024-10-02T22:40:10Z,1206,598,229,GNU General Public License v3.0
getting-started-with-genomics-tools-and-resources,crazyhottommy,"Unix, R and python tools for genomics and data science",https://github.com/crazyhottommy/getting-started-with-genomics-tools-and-resources,Shell,2015-09-14T02:50:30Z,2024-09-30T22:11:16Z,1156,346,0,No License
deep_gcns_torch,lightaime,"Pytorch Repo for DeepGCNs (ICCV'2019 Oral, TPAMI'2021), DeeperGCN (arXiv'2020) and GNN1000(ICML'2021): https://www.deepgcns.org",https://github.com/lightaime/deep_gcns_torch,Python,2019-07-30T19:44:00Z,2024-09-24T17:04:31Z,1133,155,6,MIT License
scipipe,scipipe,"Robust, flexible and resource-efficient pipelines using Go and the commandline",https://github.com/scipipe/scipipe,Go,2015-03-07T21:47:23Z,2024-09-20T16:41:52Z,1068,70,56,MIT License
graphein,a-r-j,Protein Graph Library,https://github.com/a-r-j/graphein,Jupyter Notebook,2019-08-28T20:20:11Z,2024-10-01T20:06:25Z,1020,131,46,MIT License
react-plotly.js,plotly,A plotly.js React component from Plotly 📈 ,https://github.com/plotly/react-plotly.js,JavaScript,2017-07-26T20:37:00Z,2024-09-26T02:24:26Z,1015,136,145,MIT License
csvtk,shenwei356,"A cross-platform, efficient and practical CSV/TSV toolkit in Golang",https://github.com/shenwei356/csvtk,Go,2016-04-03T14:31:16Z,2024-09-18T03:21:28Z,1002,84,21,MIT License
biopython,biopython,Official git repository for Biopython (originally converted from CVS),https://github.com/biopython/biopython,Python,2009-03-15T21:09:53Z,2024-10-02T20:53:03Z,4340,1743,559,Other
dash-cytoscape,plotly,"Interactive network visualization in Python and Dash, powered by Cytoscape.js",https://github.com/plotly/dash-cytoscape,Python,2018-08-06T18:47:06Z,2024-09-23T18:33:17Z,599,120,68,MIT License
pyCircos,ponnhide,python Circos,https://github.com/ponnhide/pyCircos,Python,2018-01-19T17:38:45Z,2024-09-27T09:19:21Z,338,66,11,GNU General Public License v3.0
Biopython-cn,bigwiv,Biopython Tutorial Chinese Translation,https://github.com/bigwiv/Biopython-cn,Python,2013-08-27T01:17:17Z,2024-09-11T13:55:01Z,226,117,4,No License
biopython_workshop,peterjc,"A basic introduction to Biopython, intended for a classroom based workshop",https://github.com/peterjc/biopython_workshop,Python,2014-01-22T14:06:03Z,2024-10-02T08:58:07Z,212,56,0,Other
seqlike,modernatx,Unified biological sequence manipulation in Python,https://github.com/modernatx/seqlike,Python,2021-10-07T13:20:39Z,2024-09-30T05:51:06Z,206,21,8,Apache License 2.0
pydna,BjornFJohansson,"Clone with Python! Data structures for double stranded DNA & simulation of homologous recombination, Gibson assembly, cut & paste cloning.",https://github.com/BjornFJohansson/pydna,Jupyter Notebook,2015-02-04T06:43:08Z,2024-09-22T20:54:52Z,164,42,39,Other
biobear,wheretrue,"Work with bioinformatic files using Arrow, Polars, and/or DuckDB",https://github.com/wheretrue/biobear,Rust,2023-04-22T16:30:38Z,2024-09-30T13:59:05Z,159,8,14,MIT License
biopython.github.io,biopython,"Source of biopython.org website, migrated from MediaWiki",https://github.com/biopython/biopython.github.io,CSS,2016-02-12T10:15:29Z,2024-09-21T02:18:30Z,153,280,27,No License
biopython-notebook,tiagoantao,Notebooks to introduce biopython,https://github.com/tiagoantao/biopython-notebook,Jupyter Notebook,2014-05-02T13:19:08Z,2024-10-02T08:59:53Z,130,95,0,MIT License
seqmagick,fhcrc,An imagemagick-like frontend to Biopython SeqIO,https://github.com/fhcrc/seqmagick,Python,2010-11-24T00:48:23Z,2024-09-11T08:02:43Z,112,22,16,GNU General Public License v3.0
cogent3,cogent3,Comparative Genomics Toolkit 3,https://github.com/cogent3/cogent3,Python,2019-09-13T05:02:18Z,2024-09-19T03:03:57Z,101,53,56,"BSD 3-Clause ""New"" or ""Revised"" License"
biopython-coronavirus,chris-rands,Biopython Jupyter Notebook tutorial to characterize a small genome,https://github.com/chris-rands/biopython-coronavirus,Jupyter Notebook,2020-03-20T18:25:27Z,2024-10-02T09:01:16Z,96,20,4,MIT License
phylopandas,Zsailer,Pandas DataFrames for phylogenetics,https://github.com/Zsailer/phylopandas,Python,2017-10-24T19:38:59Z,2024-09-24T20:06:26Z,72,21,6,"BSD 3-Clause ""New"" or ""Revised"" License"
12-days-of-biopython,lanadominkovic,"12 days of Biopython is a collection of 12 videos explaining in details how to work with Biopython, a bioinformatics tool using a real life examples.",https://github.com/lanadominkovic/12-days-of-biopython,Jupyter Notebook,2021-11-29T17:30:35Z,2024-09-17T19:18:04Z,47,29,1,No License
docker-ipython,mingfang,"Run IPython, Pattern, NLTK, Pandas, NumPy, SciPy, Numba, Biopython inside Docker",https://github.com/mingfang/docker-ipython,Python,2013-12-16T14:39:32Z,2024-08-28T03:28:37Z,47,23,1,No License
grupo-estudo-bioinformatica,pyladies-brazil,Repositório do grupo de estudo de Bioinformática da rede de comunidades das PyLadies Brasil.,https://github.com/pyladies-brazil/grupo-estudo-bioinformatica,Jupyter Notebook,2020-09-15T20:22:11Z,2024-09-24T20:07:45Z,44,12,5,Other
phyTreeViz,moshi4,Simple phylogenetic tree visualization python package for phylogenetic analysis,https://github.com/moshi4/phyTreeViz,Python,2023-09-07T09:15:13Z,2024-09-24T17:48:15Z,39,0,0,MIT License
QUEEN,yachielab,QUEEN: a framework to generate quinable and efficiently editable nucleotide sequence resources,https://github.com/yachielab/QUEEN,Python,2020-08-25T00:48:07Z,2024-09-24T20:07:08Z,37,8,4,MIT License
SnapGeneFileReader,IsaacLuo,"A Python project to read and write Snapgene *.dna into dict, json, and biopython object.",https://github.com/IsaacLuo/SnapGeneFileReader,Python,2017-11-13T14:13:12Z,2024-10-01T08:44:23Z,33,14,3,Other
perf,RKMlab,PERF is an Exhaustive Repeat Finder,https://github.com/RKMlab/perf,HTML,2017-08-09T08:23:58Z,2024-09-20T08:37:48Z,33,11,3,Other
Flu-Prediction,RK900,Predicting Future Influenza Virus Sequences with Machine Learning ,https://github.com/RK900/Flu-Prediction,Python,2016-03-24T00:18:50Z,2024-08-30T10:42:39Z,32,14,0,GNU General Public License v3.0
biopython_docker,biopython,Dockerfiles to build Biopython instances,https://github.com/biopython/biopython_docker,Shell,2015-03-30T10:46:31Z,2024-05-03T10:11:44Z,28,10,1,Other
2018-03-06-ibioic,widdowquinn,Teaching materials for 6-7th March 2018 delivery of introductory bioinformatics training course for IBioIC.,https://github.com/widdowquinn/2018-03-06-ibioic,HTML,2018-02-20T16:01:31Z,2024-02-29T22:42:53Z,20,11,7,No License
GBKviz,moshi4,Easy-to-use web application for visualization and comparison of genomes in Genbank file,https://github.com/moshi4/GBKviz,Python,2021-11-12T08:08:11Z,2024-05-29T16:31:59Z,20,4,0,MIT License
amoebae,laelbarlow,Workflow for identifying and classifying homologous gene/protein sequences,https://github.com/laelbarlow/amoebae,Python,2019-05-14T16:14:00Z,2024-06-15T18:03:14Z,20,2,1,Other
biocpp-core,biocpp,"BioC++ core library (alphabet, meta, ranges)",https://github.com/biocpp/biocpp-core,C++,2022-05-22T15:50:17Z,2024-09-21T23:38:50Z,19,5,1,Other
Protein-feature-extraction,jithin8mathew,Python code to extract features from Protein sequences for Machine Learning/Deep Learning,https://github.com/jithin8mathew/Protein-feature-extraction,Python,2018-11-16T16:36:29Z,2024-07-23T08:22:43Z,18,2,0,MIT License
orthoani,althonos,A Python implementation of the OrthoANI algorithm for nucleotide identity measurement.,https://github.com/althonos/orthoani,Python,2020-06-15T14:59:37Z,2024-09-20T11:09:39Z,17,2,1,MIT License
Genbank-Downloaders,LeeBergstrand,A series of small Biopython scripts for downloading sequence data off NCBI's Genbank.,https://github.com/LeeBergstrand/Genbank-Downloaders,Python,2014-01-29T18:43:55Z,2024-09-24T20:07:56Z,15,6,2,MIT License
tensorflow,tensorflow,An Open Source Machine Learning Framework for Everyone,https://github.com/tensorflow/tensorflow,C++,2015-11-07T01:19:20Z,2024-10-03T14:47:24Z,185814,74226,5031,Apache License 2.0
transformers,huggingface,"🤗 Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",https://github.com/huggingface/transformers,Python,2018-10-29T13:56:00Z,2024-10-03T14:47:33Z,132895,26508,1464,Apache License 2.0
ML-For-Beginners,microsoft,"12 weeks, 26 lessons, 52 quizzes, classic Machine Learning for all",https://github.com/microsoft/ML-For-Beginners,HTML,2021-03-03T01:34:05Z,2024-10-03T12:18:45Z,69293,14335,6,MIT License
funNLP,fighting41love,"中英文敏感词、语言检测、中外手机/电话归属地/运营商查询、名字推断性别、手机号抽取、身份证抽取、邮箱抽取、中日文人名库、中文缩写库、拆字词典、词汇情感值、停用词、反动词表、暴恐词表、繁简体转换、英文模拟中文发音、汪峰歌词生成器、职业名称词库、同义词库、反义词库、否定词库、汽车品牌词库、汽车零件词库、连续英文切割、各种中文词向量、公司名字大全、古诗词库、IT词库、财经词库、成语词库、地名词库、历史名人词库、诗词词库、医学词库、饮食词库、法律词库、汽车词库、动物词库、中文聊天语料、中文谣言数据、百度中文问答数据集、句子相似度匹配算法集合、bert资源、文本生成&摘要相关工具、cocoNLP信息抽取工具、国内电话号码正则匹配、清华大学XLORE:中英文跨语言百科知识图谱、清华大学人工智能技术系列报告、自然语言生成、NLU太难了系列、自动对联数据及机器人、用户名黑名单列表、罪名法务名词及分类模型、微信公众号语料、cs224n深度学习自然语言处理课程、中文手写汉字识别、中文自然语言处理 语料/数据集、变量命名神器、分词语料库+代码、任务型对话英文数据集、ASR 语音数据集 + 基于深度学习的中文语音识别系统、笑声检测器、Microsoft多语言数字/单位/如日期时间识别包、中华新华字典数据库及api(包括常用歇后语、成语、词语和汉字)、文档图谱自动生成、SpaCy 中文模型、Common Voice语音识别数据集新版、神经网络关系抽取、基于bert的命名实体识别、关键词(Keyphrase)抽取包pke、基于医疗领域知识图谱的问答系统、基于依存句法与语义角色标注的事件三元组抽取、依存句法分析4万句高质量标注数据、cnocr：用来做中文OCR的Python3包、中文人物关系知识图谱项目、中文nlp竞赛项目及代码汇总、中文字符数据、speech-aligner: 从“人声语音”及其“语言文本”产生音素级别时间对齐标注的工具、AmpliGraph: 知识图谱表示学习(Python)库：知识图谱概念链接预测、Scattertext 文本可视化(python)、语言/知识表示工具：BERT & ERNIE、中文对比英文自然语言处理NLP的区别综述、Synonyms中文近义词工具包、HarvestText领域自适应文本挖掘工具（新词发现-情感分析-实体链接等）、word2word：(Python)方便易用的多语言词-词对集：62种语言/3,564个多语言对、语音识别语料生成工具：从具有音频/字幕的在线视频创建自动语音识别(ASR)语料库、构建医疗实体识别的模型（包含词典和语料标注）、单文档非监督的关键词抽取、Kashgari中使用gpt-2语言模型、开源的金融投资数据提取工具、文本自动摘要库TextTeaser: 仅支持英文、人民日报语料处理工具集、一些关于自然语言的基本模型、基于14W歌曲知识库的问答尝试--功能包括歌词接龙and已知歌词找歌曲以及歌曲歌手歌词三角关系的问答、基于Siamese bilstm模型的相似句子判定模型并提供训练数据集和测试数据集、用Transformer编解码模型实现的根据Hacker News文章标题自动生成评论、用BERT进行序列标记和文本分类的模板代码、LitBank：NLP数据集——支持自然语言处理和计算人文学科任务的100部带标记英文小说语料、百度开源的基准信息抽取系统、虚假新闻数据集、Facebook: LAMA语言模型分析，提供Transformer-XL/BERT/ELMo/GPT预训练语言模型的统一访问接口、CommonsenseQA：面向常识的英文QA挑战、中文知识图谱资料、数据及工具、各大公司内部里大牛分享的技术文档 PDF 或者 PPT、自然语言生成SQL语句（英文）、中文NLP数据增强（EDA）工具、英文NLP数据增强工具 、基于医药知识图谱的智能问答系统、京东商品知识图谱、基于mongodb存储的军事领域知识图谱问答项目、基于远监督的中文关系抽取、语音情感分析、中文ULMFiT-情感分析-文本分类-语料及模型、一个拍照做题程序、世界各国大规模人名库、一个利用有趣中文语料库 qingyun 训练出来的中文聊天机器人、中文聊天机器人seqGAN、省市区镇行政区划数据带拼音标注、教育行业新闻语料库包含自动文摘功能、开放了对话机器人-知识图谱-语义理解-自然语言处理工具及数据、中文知识图谱：基于百度百科中文页面-抽取三元组信息-构建中文知识图谱、masr: 中文语音识别-提供预训练模型-高识别率、Python音频数据增广库、中文全词覆盖BERT及两份阅读理解数据、ConvLab：开源多域端到端对话系统平台、中文自然语言处理数据集、基于最新版本rasa搭建的对话系统、基于TensorFlow和BERT的管道式实体及关系抽取、一个小型的证券知识图谱/知识库、复盘所有NLP比赛的TOP方案、OpenCLaP：多领域开源中文预训练语言模型仓库、UER：基于不同语料+编码器+目标任务的中文预训练模型仓库、中文自然语言处理向量合集、基于金融-司法领域(兼有闲聊性质)的聊天机器人、g2pC：基于上下文的汉语读音自动标记模块、Zincbase 知识图谱构建工具包、诗歌质量评价/细粒度情感诗歌语料库、快速转化「中文数字」和「阿拉伯数字」、百度知道问答语料库、基于知识图谱的问答系统、jieba_fast 加速版的jieba、正则表达式教程、中文阅读理解数据集、基于BERT等最新语言模型的抽取式摘要提取、Python利用深度学习进行文本摘要的综合指南、知识图谱深度学习相关资料整理、维基大规模平行文本语料、StanfordNLP 0.2.0：纯Python版自然语言处理包、NeuralNLP-NeuralClassifier：腾讯开源深度学习文本分类工具、端到端的封闭域对话系统、中文命名实体识别：NeuroNER vs. BertNER、新闻事件线索抽取、2019年百度的三元组抽取比赛：“科学空间队”源码、基于依存句法的开放域文本知识三元组抽取和知识库构建、中文的GPT2训练代码、ML-NLP - 机器学习(Machine Learning)NLP面试中常考到的知识点和代码实现、nlp4han:中文自然语言处理工具集(断句/分词/词性标注/组块/句法分析/语义分析/NER/N元语法/HMM/代词消解/情感分析/拼写检查、XLM：Facebook的跨语言预训练语言模型、用基于BERT的微调和特征提取方法来进行知识图谱百度百科人物词条属性抽取、中文自然语言处理相关的开放任务-数据集-当前最佳结果、CoupletAI - 基于CNN+Bi-LSTM+Attention 的自动对对联系统、抽象知识图谱、MiningZhiDaoQACorpus - 580万百度知道问答数据挖掘项目、brat rapid annotation tool: 序列标注工具、大规模中文知识图谱数据：1.4亿实体、数据增强在机器翻译及其他nlp任务中的应用及效果、allennlp阅读理解:支持多种数据和模型、PDF表格数据提取工具 、 Graphbrain：AI开源软件库和科研工具，目的是促进自动意义提取和文本理解以及知识的探索和推断、简历自动筛选系统、基于命名实体识别的简历自动摘要、中文语言理解测评基准，包括代表性的数据集&基准模型&语料库&排行榜、树洞 OCR 文字识别 、从包含表格的扫描图片中识别表格和文字、语声迁移、Python口语自然语言处理工具集(英文)、 similarity：相似度计算工具包，java编写、海量中文预训练ALBERT模型 、Transformers 2.0 、基于大规模音频数据集Audioset的音频增强 、Poplar：网页版自然语言标注工具、图片文字去除，可用于漫画翻译 、186种语言的数字叫法库、Amazon发布基于知识的人-人开放领域对话数据集 、中文文本纠错模块代码、繁简体转换 、 Python实现的多种文本可读性评价指标、类似于人名/地名/组织机构名的命名体识别数据集 、东南大学《知识图谱》研究生课程(资料)、. 英文拼写检查库 、 wwsearch是企业微信后台自研的全文检索引擎、CHAMELEON：深度学习新闻推荐系统元架构 、 8篇论文梳理BERT相关模型进展与反思、DocSearch：免费文档搜索引擎、 LIDA：轻量交互式对话标注工具 、aili - the fastest in-memory index in the East 东半球最快并发索引 、知识图谱车音工作项目、自然语言生成资源大全 、中日韩分词库mecab的Python接口库、中文文本摘要/关键词提取、汉字字符特征提取器 (featurizer)，提取汉字的特征（发音特征、字形特征）用做深度学习的特征、中文生成任务基准测评 、中文缩写数据集、中文任务基准测评 - 代表性的数据集-基准(预训练)模型-语料库-baseline-工具包-排行榜、PySS3：面向可解释AI的SS3文本分类器机器可视化工具 、中文NLP数据集列表、COPE - 格律诗编辑程序、doccano：基于网页的开源协同多语言文本标注工具 、PreNLP：自然语言预处理库、简单的简历解析器，用来从简历中提取关键信息、用于中文闲聊的GPT2模型：GPT2-chitchat、基于检索聊天机器人多轮响应选择相关资源列表(Leaderboards、Datasets、Papers)、(Colab)抽象文本摘要实现集锦(教程 、词语拼音数据、高效模糊搜索工具、NLP数据增广资源集、微软对话机器人框架 、 GitHub Typo Corpus：大规模GitHub多语言拼写错误/语法错误数据集、TextCluster：短文本聚类预处理模块 Short text cluster、面向语音识别的中文文本规范化、BLINK：最先进的实体链接库、BertPunc：基于BERT的最先进标点修复模型、Tokenizer：快速、可定制的文本词条化库、中文语言理解测评基准，包括代表性的数据集、基准(预训练)模型、语料库、排行榜、spaCy 医学文本挖掘与信息提取 、 NLP任务示例项目代码集、 python拼写检查库、chatbot-list - 行业内关于智能客服、聊天机器人的应用和架构、算法分享和介绍、语音质量评价指标(MOSNet, BSSEval, STOI, PESQ, SRMR)、 用138GB语料训练的法文RoBERTa预训练语言模型 、BERT-NER-Pytorch：三种不同模式的BERT中文NER实验、无道词典 - 有道词典的命令行版本，支持英汉互查和在线查询、2019年NLP亮点回顾、 Chinese medical dialogue data 中文医疗对话数据集 、最好的汉字数字(中文数字)-阿拉伯数字转换工具、 基于百科知识库的中文词语多词义/义项获取与特定句子词语语义消歧、awesome-nlp-sentiment-analysis - 情感分析、情绪原因识别、评价对象和评价词抽取、LineFlow：面向所有深度学习框架的NLP数据高效加载器、中文医学NLP公开资源整理 、MedQuAD：(英文)医学问答数据集、将自然语言数字串解析转换为整数和浮点数、Transfer Learning in Natural Language Processing (NLP) 、面向语音识别的中文/英文发音辞典、Tokenizers：注重性能与多功能性的最先进分词器、CLUENER 细粒度命名实体识别 Fine Grained Named Entity Recognition、 基于BERT的中文命名实体识别、中文谣言数据库、NLP数据集/基准任务大列表、nlp相关的一些论文及代码, 包括主题模型、词向量(Word Embedding)、命名实体识别(NER)、文本分类(Text Classificatin)、文本生成(Text Generation)、文本相似性(Text Similarity)计算等，涉及到各种与nlp相关的算法，基于keras和tensorflow 、Python文本挖掘/NLP实战示例、 Blackstone：面向非结构化法律文本的spaCy pipeline和NLP模型通过同义词替换实现文本“变脸” 、中文 预训练 ELECTREA 模型: 基于对抗学习 pretrain Chinese Model 、albert-chinese-ner - 用预训练语言模型ALBERT做中文NER 、基于GPT2的特定主题文本生成/文本增广、开源预训练语言模型合集、多语言句向量包、编码、标记和实现：一种可控高效的文本生成方法、 英文脏话大列表 、attnvis：GPT2、BERT等transformer语言模型注意力交互可视化、CoVoST：Facebook发布的多语种语音-文本翻译语料库，包括11种语言(法语、德语、荷兰语、俄语、西班牙语、意大利语、土耳其语、波斯语、瑞典语、蒙古语和中文)的语音、文字转录及英文译文、Jiagu自然语言处理工具 - 以BiLSTM等模型为基础，提供知识图谱关系抽取 中文分词 词性标注 命名实体识别 情感分析 新词发现 关键词 文本摘要 文本聚类等功能、用unet实现对文档表格的自动检测，表格重建、NLP事件提取文献资源列表 、 金融领域自然语言处理研究资源大列表、CLUEDatasetSearch - 中英文NLP数据集：搜索所有中文NLP数据集，附常用英文NLP数据集 、medical_NER - 中文医学知识图谱命名实体识别 、(哈佛)讲因果推理的免费书、知识图谱相关学习资料/数据集/工具资源大列表、Forte：灵活强大的自然语言处理pipeline工具集 、Python字符串相似性算法库、PyLaia：面向手写文档分析的深度学习工具包、TextFooler：针对文本分类/推理的对抗文本生成模块、Haystack：灵活、强大的可扩展问答(QA)框架、中文关键短语抽取工具",https://github.com/fighting41love/funNLP,Python,2018-08-21T11:20:39Z,2024-10-03T13:00:35Z,68043,14436,28,No License
awesome-machine-learning,josephmisiti,"A curated list of awesome Machine Learning frameworks, libraries and software.",https://github.com/josephmisiti/awesome-machine-learning,Python,2014-07-15T19:11:19Z,2024-10-03T14:47:21Z,65562,14593,6,Other
scikit-learn,scikit-learn,scikit-learn: machine learning in Python,https://github.com/scikit-learn/scikit-learn,Python,2010-08-17T09:43:38Z,2024-10-03T14:47:17Z,59633,25304,2126,"BSD 3-Clause ""New"" or ""Revised"" License"
gradio,gradio-app,"Build and share delightful machine learning apps, all in Python. 🌟 Star to support our work!",https://github.com/gradio-app/gradio,Python,2018-12-19T08:24:04Z,2024-10-03T14:00:49Z,32492,2434,552,Apache License 2.0
C-Plus-Plus,TheAlgorithms,"Collection of various algorithms in mathematics, machine learning, computer science and physics implemented in C++ for educational purposes.",https://github.com/TheAlgorithms/C-Plus-Plus,C++,2016-07-16T10:19:45Z,2024-10-03T14:48:59Z,30201,7135,29,MIT License
linkedin-skill-assessments-quizzes,Ebazhanov,"Full reference of LinkedIn answers 2024 for skill assessments (aws-lambda, rest-api, javascript, react, git, html, jquery, mongodb, java, Go, python, machine-learning, power-point) linkedin excel test lösungen, linkedin machine learning test LinkedIn test questions and answers ",https://github.com/Ebazhanov/linkedin-skill-assessments-quizzes,,2019-07-13T19:52:56Z,2024-10-03T14:26:52Z,28411,13366,86,GNU Affero General Public License v3.0
machine-learning-for-software-engineers,ZuzooVn,A complete daily plan for studying to become a machine learning engineer.,https://github.com/ZuzooVn/machine-learning-for-software-engineers,,2016-10-09T21:20:25Z,2024-10-03T00:39:17Z,28085,6196,26,Creative Commons Attribution Share Alike 4.0 International
handson-ml2,ageron,"A series of Jupyter notebooks that walk you through the fundamentals of Machine Learning and Deep Learning in Python using Scikit-Learn, Keras and TensorFlow 2.",https://github.com/ageron/handson-ml2,Jupyter Notebook,2019-01-08T03:49:07Z,2024-10-03T13:20:31Z,27806,12739,220,Apache License 2.0
netron,lutzroeder,"Visualizer for neural network, deep learning and machine learning models",https://github.com/lutzroeder/netron,JavaScript,2010-12-26T12:53:43Z,2024-10-03T13:52:26Z,27750,2756,24,MIT License
applied-ml,eugeneyan,📚 Papers & tech blogs by companies sharing their work on data science & machine learning in production.,https://github.com/eugeneyan/applied-ml,,2020-07-04T18:57:47Z,2024-10-03T02:57:10Z,27198,3674,2,MIT License
ML-From-Scratch,eriklindernoren,Machine Learning From Scratch. Bare bones NumPy implementations of machine learning models and algorithms with a focus on accessibility. Aims to cover everything from linear regression to deep learning.,https://github.com/eriklindernoren/ML-From-Scratch,Python,2017-02-05T12:11:23Z,2024-10-03T10:01:06Z,23876,4584,51,MIT License
homemade-machine-learning,trekhleb,🤖 Python examples of popular machine learning algorithms with interactive Jupyter demos and math being explained,https://github.com/trekhleb/homemade-machine-learning,Jupyter Notebook,2018-11-01T04:34:19Z,2024-10-03T10:26:14Z,22988,4055,24,MIT License
shap,shap,A game theoretic approach to explain the output of any machine learning model.,https://github.com/shap/shap,Jupyter Notebook,2016-11-22T19:17:08Z,2024-10-03T03:14:52Z,22607,3258,787,MIT License
Paddle,PaddlePaddle,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice （『飞桨』核心框架，深度学习&机器学习高性能单机、分布式训练和跨平台部署）,https://github.com/PaddlePaddle/Paddle,C++,2016-08-15T06:59:08Z,2024-10-03T11:58:54Z,22120,5553,1735,Apache License 2.0
500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,ashishpatel26,500 AI Machine learning Deep learning Computer vision NLP Projects with code,https://github.com/ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,,2021-01-02T12:08:37Z,2024-10-03T14:47:42Z,19837,5066,41,No License
C,TheAlgorithms,"Collection of various algorithms in mathematics, machine learning, computer science, physics, etc implemented in C for educational purposes.",https://github.com/TheAlgorithms/C,C,2016-07-16T10:17:03Z,2024-10-03T12:06:33Z,18969,4316,27,GNU General Public License v3.0
rasa,RasaHQ,"💬   Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management, connect to Slack, Facebook, and more - Create chatbots and voice assistants",https://github.com/RasaHQ/rasa,Python,2016-10-14T12:27:49Z,2024-10-03T07:34:10Z,18716,4612,124,Apache License 2.0
